n,permutation,r_orb,a_coefficients,b_coefficients,alpha
8,02354167,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02354617,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02354671,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02356147,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02356174,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02356417,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02356471,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02356714,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02356741,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02361457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02364157,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02364517,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02364571,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02371456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02374156,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02374516,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02374561,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02413567,1,0-0-0-0-0-0-3-4-1,0-0-0-0-0-0-3-4-1,3-4
8,02415367,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02415637,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02415673,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02431567,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02435167,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02435617,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02435671,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02451367,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02451637,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02451673,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02453167,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02453617,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02453671,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02456137,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02456173,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02456317,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02456371,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02456713,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02456731,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02513467,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02531467,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02534167,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02534617,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02534671,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02613457,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02631457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02634157,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02634517,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02634571,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02713456,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,02731456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02734156,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02734516,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,02734561,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03124567,1,0-0-0-0-0-0-8-7-1,0-0-0-0-0-0-8-8-1,8-7
8,03124576,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03124657,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03124675,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03124756,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03125467,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03125647,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03125674,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03126457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03127456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03142567,1,0-0-0-0-0-0-3-4-1,0-0-0-0-0-0-3-4-1,3-4
8,03145267,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03145627,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03145672,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03152467,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03162457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03172456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03214567,1,0-0-0-0-0-0-3-3-1,0-0-0-0-0-0-3-3-1,3-3
8,03241567,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03245167,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03245617,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03245671,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,03412567,1,0-0-0-0-0-0-2-4-1,0-0-0-0-0-0-2-4-1,2-4
8,03415267,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03415627,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03415672,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03421567,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03425167,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03425617,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03425671,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03451267,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03451627,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03451672,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03452167,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03452617,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03452671,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03456127,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03456172,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03456217,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03456271,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03456712,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03456721,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03512467,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03612457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,03712456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04123567,0,0-0-0-0-0-0-7-7-0,0-0-0-0-0-0-7-8-1,7-7
8,04123576,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,04123657,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,04123675,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04123756,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04125367,0,0-0-0-0-0-0-2-3-0,0-0-0-0-0-0-2-3-1,2-3
8,04125637,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04125673,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04126357,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04127356,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04132567,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,04135267,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04135627,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04135672,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04152367,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04162357,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04172356,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04213567,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,04231567,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04235167,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04235617,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04235671,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04312567,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04512367,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04612357,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,04712356,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05123467,0,0-0-0-0-0-0-7-7-0,0-0-0-0-0-0-7-8-1,7-7
8,05123476,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,05123647,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,05123674,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05123746,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05124367,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,05124637,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05124673,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05126347,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05127346,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05132467,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,05134267,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05134627,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05134672,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05142367,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05162347,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05172346,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05213467,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,05231467,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05234167,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05234617,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05234671,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05312467,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05412367,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05612347,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,05712346,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06123457,0,0-0-0-0-0-0-7-7-0,0-0-0-0-0-0-7-8-1,7-7
8,06123475,0,0-0-0-0-0-0-2-3-0,0-0-0-0-0-0-2-3-1,2-3
8,06123547,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,06123574,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06123745,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06124357,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,06124537,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06124573,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06125347,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06127345,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06132457,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,06134257,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06134527,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06134572,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06142357,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06152347,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06172345,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06213457,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,06231457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06234157,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06234517,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06234571,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06312457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06412357,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06512347,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,06712345,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07123456,0,0-0-0-0-0-0-7-7-0,0-0-0-0-0-0-7-8-1,7-7
8,07123465,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,07123546,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,07123564,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07123645,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07124356,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,07124536,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07124563,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07125346,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07126345,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07132456,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,07134256,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07134526,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07134562,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07142356,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07152346,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07162345,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07213456,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,07231456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07234156,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07234516,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07234561,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07312456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07412356,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07512346,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,07612345,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,10234567,0,0-0-0-0-0-0-13-6-0,0-0-0-0-0-0-13-8-1,13-6
8,10234576,1,0-0-0-0-0-0-4-4-1,0-0-0-0-0-0-4-4-1,4-4
8,10234657,1,0-0-0-0-0-0-4-4-1,0-0-0-0-0-0-4-4-1,4-4
8,10234675,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10234756,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10235467,1,0-0-0-0-0-0-4-4-1,0-0-0-0-0-0-4-4-1,4-4
8,10235647,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10235674,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10236457,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10237456,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10243567,1,0-0-0-0-0-0-4-4-1,0-0-0-0-0-0-4-4-1,4-4
8,10245367,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10245637,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10245673,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10253467,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10263457,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10273456,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10324567,1,0-0-0-0-0-0-4-4-1,0-0-0-0-0-0-4-4-1,4-4
8,10342567,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10345267,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10345627,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10345672,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10423567,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10523467,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10623457,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,10723456,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12034567,0,0-0-0-0-0-0-8-7-0,0-0-0-0-0-0-8-8-1,8-7
8,12034576,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12034657,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12034675,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12034756,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12035467,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12035647,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12035674,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12036457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12037456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12043567,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12045367,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12045637,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12045673,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12053467,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12063457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12073456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12304567,0,0-0-0-0-0-0-7-7-0,0-0-0-0-0-0-7-8-1,7-7
8,12304576,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12304657,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12304675,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12304756,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12305467,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12305647,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12305674,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12306457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12307456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12340567,0,0-0-0-0-0-0-7-7-0,0-0-0-0-0-0-7-8-1,7-7
8,12340576,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12340657,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12340675,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12340756,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12345067,0,0-0-0-0-0-0-7-7-0,0-0-0-0-0-0-7-8-1,7-7
8,12345076,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12345607,0,0-0-0-0-0-0-7-7-0,0-0-0-0-0-0-7-8-1,7-7
8,12345670,0,0-0-0-0-0-0-7-7-0,0-0-0-0-0-0-7-8-1,7-7
8,12345706,0,0-0-0-0-0-0-2-3-0,0-0-0-0-0-0-2-3-1,2-3
8,12345760,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12346057,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12346075,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12346507,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12346570,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12346705,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12346750,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12347056,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12347506,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12347560,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12350467,0,0-0-0-0-0-0-2-3-0,0-0-0-0-0-0-2-3-1,2-3
8,12350647,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12350674,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12354067,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12354607,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12354670,1,0-0-0-0-0-0-2-3-1,0-0-0-0-0-0-2-3-1,2-3
8,12356047,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12356074,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12356407,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12356470,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12356704,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12356740,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12360457,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12364057,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12364507,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12364570,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
8,12370456,1,0-0-0-0-0-0-1-2-1,0-0-0-0-0-0-1-2-1,1-2
